lang_index,word_index,word
μήλα
apples
το ψάρι
a fish
ο μεζές
appetizer
οι μεζέδες
appetizers
το τσάι
tea
το αυγό
egg
η ντομάτα
tomato
το τυρί
cheese
το αγγούρι
cucumber
το κρεμμύδι
onion
η ελιά
olive
οι ελιές
olives
το σκόρδο
garlic
η φράουλα
strawberry
το πεπόνι
melon
η αγορά
the market
η λαϊκή
farmers market
το πρωινό
breakfast
το μεσημεριανό
lunch
