lang_index,word_index,word
1,29,Κόκκινο
2,29,red
1,30,Πράσινο
2,30,green
1,31,Μπλε
2,31,blue
1,32,Κίτρινο
2,32,yellow
1,33,Λευκό
2,33,white
1,34,Μαύρο
2,34,black
1,35,Γκρι
2,35,gray
1,36,Χρυσό
2,36,gold
1,37,Ασημί
2,37,silver
1,38,το χρώμα
2,38,color
1,39,Καφέ
2,39,brown
1,40,Μωβ
2,40,purple
1,41,Ροζ
2,41,pink
1,42,Πορτοκαλί
2,42,orange
1,43,Λιλά
2,43,lilac
1,44,Μπεζ
2,44,beige
1,45,Χάλκινο
2,45,bronze
1,46,Μπρονζέ
2,46,bronze
1,47,άσπρο
2,47,white
